source,host_response_time,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_365,number_of_reviews,review_scores_rating,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes
city scrape,a few days or more,N/A,f,1,t,Private room in rental unit,Private room,1,,1,$600.00,7,60,7,7,60,60,7,60,,t,364,0,,f,1,0
city scrape,within a few hours,82%,t,6,t,Entire condo,Entire home/apt,2,1,1,$339.00,1,365,1,1,365,365,1,365,,t,333,8,4.88,f,6,3
city scrape,within a day,100%,f,1,t,Entire serviced apartment,Entire home/apt,7,3,5,"$1,429.00",2,365,2,2,365,365,2,365,,t,235,26,4.73,f,1,1
city scrape,within an hour,100%,t,11,t,Private room in hostel,Private room,3,1,2,$299.00,2,365,2,2,1125,1125,2,1125,,t,324,17,4.41,t,11,4
city scrape,within an hour,92%,f,1,t,Private room in rental unit,Private room,2,,1,$309.00,14,30,14,14,1125,1125,14,1125,,t,172,11,4.82,f,1,0
city scrape,N/A,100%,f,1,t,Private room in rental unit,Private room,1,,1,$300.00,15,365,15,15,365,365,15,365,,t,363,0,,f,1,0
previous scrape,within an hour,100%,f,1,t,Entire rental unit,Entire home/apt,2,1,2,"$1,000.00",3,36,3,3,36,36,3,36,,t,0,9,4.78,f,1,1
city scrape,within an hour,100%,t,3,t,Entire condo,Entire home/apt,8,2,6,"$7,000.00",2,1125,2,2,1125,1125,2,1125,,t,365,31,4.74,f,3,3
city scrape,within an hour,100%,f,14,t,Entire rental unit,Entire home/apt,2,1,1,$600.00,2,365,2,2,1125,1125,2,1125,,t,312,26,4.58,t,14,14
city scrape,within an hour,99%,t,10,t,Entire loft,Entire home/apt,2,1,1,"$1,584.00",2,1125,2,3,2,1125,2,1043.5,,t,82,28,4.93,f,10,10
city scrape,within an hour,93%,t,2,t,Entire loft,Entire home/apt,4,1,3,"$1,149.00",3,1125,3,3,1125,1125,3,1125,,t,331,41,4.98,f,2,2
city scrape,within an hour,87%,t,4,t,Entire rental unit,Entire home/apt,4,2,2,"$1,350.00",2,1125,2,2,1125,1125,2,1125,,t,169,27,4.63,f,4,1
city scrape,within an hour,100%,,3,t,Entire condo,Entire home/apt,4,2,2,"$1,294.00",2,1125,2,2,1125,1125,2,1125,,t,340,71,4.82,f,1,1
city scrape,within an hour,76%,f,5,t,Entire condo,Entire home/apt,4,2,2,"$1,150.00",10,365,10,10,365,365,10,365,,t,321,3,5,f,2,2
city scrape,within an hour,100%,t,3,t,Entire rental unit,Entire home/apt,3,2,3,"$1,186.00",10,1125,3,14,1125,1125,10.1,1125,,t,274,20,4.8,f,3,2
city scrape,within an hour,100%,f,27,t,Room in hotel,Private room,2,1,1,$415.00,1,1125,1,1,1125,1125,1,1125,,t,354,65,4.75,t,27,13
city scrape,within an hour,100%,f,1,t,Entire rental unit,Entire home/apt,3,1,1,$750.00,4,1125,4,4,1125,1125,4,1125,,t,364,0,,f,1,1
previous scrape,N/A,67%,f,3,t,Entire condo,Entire home/apt,4,2,3,"$4,500.00",1,365,1,1,365,365,1,365,,f,0,2,5,f,3,3
city scrape,within a few hours,73%,,2,t,Entire serviced apartment,Entire home/apt,4,2,2,"$1,000.00",3,365,3,3,365,365,3,365,,t,179,22,4.95,f,1,1
city scrape,within an hour,100%,t,5,t,Entire condo,Entire home/apt,3,1,2,$799.00,1,1125,1,1,1125,1125,1,1125,,t,325,86,4.94,f,5,5
city scrape,within an hour,100%,t,2,t,Entire condo,Entire home/apt,4,2,3,"$1,100.00",1,365,1,1,365,365,1,365,,t,281,8,5,f,2,2
city scrape,within an hour,100%,t,5,t,Entire loft,Entire home/apt,3,1,2,$828.00,1,1125,1,1,1125,1125,1,1125,,t,315,123,4.92,f,5,5
city scrape,within an hour,100%,t,5,t,Entire loft,Entire home/apt,3,1,2,$841.00,1,1125,1,1,1125,1125,1,1125,,t,300,92,4.87,f,5,5
city scrape,within an hour,96%,t,1,t,Private room in condo,Private room,2,,1,$666.00,1,1125,1,1,1125,1125,1,1125,,t,260,19,5,f,1,0
city scrape,within an hour,100%,f,8,t,Private room in home,Private room,2,,1,$322.00,2,365,2,2,1125,1125,2,1125,,t,363,19,4.79,t,8,1
city scrape,within an hour,100%,t,5,t,Entire condo,Entire home/apt,3,1,2,$797.00,1,1125,1,1,1125,1125,1,1125,,t,267,74,4.95,f,5,5
city scrape,within an hour,97%,t,92,t,Entire condo,Entire home/apt,4,1,1,"$1,293.00",2,365,2,3,1125,1125,2.1,1125,,t,349,7,5,f,85,85
city scrape,N/A,N/A,f,66,t,Entire rental unit,Entire home/apt,4,2,2,"$2,074.00",2,1125,2,2,1125,1125,2,1125,,t,164,37,4.84,f,23,23
city scrape,within an hour,97%,t,92,t,Entire condo,Entire home/apt,4,1,1,"$1,160.00",2,365,2,3,1125,1125,2.1,1125,,t,356,3,5,f,85,85
city scrape,within an hour,97%,t,92,t,Entire condo,Entire home/apt,4,1,1,"$1,228.00",2,365,2,3,1125,1125,2.1,1125,,t,355,9,5,f,85,85
previous scrape,N/A,0%,f,1,t,Entire rental unit,Entire home/apt,4,2,2,"$3,000.00",7,90,7,7,90,90,7,90,,t,0,0,,f,1,1
city scrape,within an hour,97%,t,92,t,Entire condo,Entire home/apt,4,1,1,"$1,281.00",2,365,2,3,1125,1125,2.1,1125,,t,344,4,5,f,85,85
city scrape,within an hour,99%,t,20,t,Entire rental unit,Entire home/apt,6,3,4,"$3,775.00",1,365,2,3,365,365,2,365,,t,229,57,4.98,f,20,18
city scrape,within an hour,88%,f,1,t,Entire serviced apartment,Entire home/apt,6,3,3,"$3,500.00",2,1125,2,2,1125,1125,2,1125,,t,336,13,4.62,f,1,1
city scrape,within an hour,99%,t,26,t,Entire serviced apartment,Entire home/apt,2,1,1,$799.00,2,1125,2,2,1125,1125,2,1125,,t,155,24,4.96,f,25,25
city scrape,within an hour,100%,t,8,t,Entire loft,Entire home/apt,3,1,1,$590.00,1,1125,1,1,1125,1125,1,1125,,t,321,75,4.87,f,8,8
city scrape,within an hour,99%,t,484,t,Entire rental unit,Entire home/apt,2,1,1,"$1,518.00",1,1125,1,1,1125,1125,1,1125,,t,365,8,4.63,t,280,276
city scrape,within a day,90%,f,1,t,Entire rental unit,Entire home/apt,6,3,4,"$2,000.00",2,365,2,2,365,365,2,365,,t,360,24,4.96,f,1,1
city scrape,within a day,100%,f,1,t,Entire condo,Entire home/apt,4,2,3,$799.00,15,365,15,15,365,365,15,365,,t,357,9,4.56,f,1,1
city scrape,within an hour,92%,t,1,t,Entire vacation home,Entire home/apt,4,2,2,"$1,150.00",2,90,2,2,90,90,2,90,,t,302,19,4.89,f,1,1
city scrape,within an hour,100%,t,4,t,Entire condo,Entire home/apt,4,2,2,"$1,500.00",4,365,4,4,1125,1125,4,1125,,t,205,14,4.93,t,4,4
city scrape,within an hour,100%,t,2,t,Private room in townhouse,Private room,2,,1,$950.00,2,180,2,2,180,180,2,180,,t,205,29,4.97,f,2,0
city scrape,within an hour,99%,,76,t,Entire condo,Entire home/apt,4,2,3,"$1,299.00",1,365,1,2,365,365,1,365,,t,360,36,4.89,t,22,22
city scrape,within an hour,100%,t,2,t,Private room in townhouse,Private room,2,,1,$950.00,2,180,2,2,180,180,2,180,,t,296,29,5,f,2,0
city scrape,within an hour,99%,t,8,t,Private room in home,Private room,2,,1,$763.00,1,365,1,1,1125,1125,1,1125,,t,159,22,4.91,t,8,0
city scrape,within an hour,100%,t,97,t,Private room in serviced apartment,Private room,2,1,1,"$1,021.00",1,30,1,1,1125,1125,1,1125,,t,357,67,4.84,t,96,76
city scrape,within a day,N/A,f,1,f,Entire home,Entire home/apt,9,3,4,"$21,000.00",1,365,1,1,365,365,1,365,,t,269,0,,f,1,1
previous scrape,N/A,100%,f,1,t,Room in hotel,Private room,4,1,2,"$5,000.00",1,365,1,1,365,365,1,365,,f,0,1,1,f,1,0
previous scrape,within a day,80%,f,1,t,Entire condo,Entire home/apt,4,1,1,"$1,796.00",14,60,14,14,1125,1125,14,1125,,t,0,3,5,f,1,1
city scrape,within an hour,100%,,39,t,Entire rental unit,Entire home/apt,9,3,5,"$2,497.00",1,365,1,4,365,365,2.2,365,,t,359,94,4.74,t,8,8
city scrape,within an hour,100%,f,60,t,Room in boutique hotel,Private room,2,1,1,$844.00,2,1125,1,3,1,47,2,36.9,,t,327,16,4.06,f,59,46
city scrape,within an hour,100%,t,5,t,Entire rental unit,Entire home/apt,2,1,1,$673.00,2,1125,2,2,1125,1125,2,1125,,t,311,65,4.85,t,3,3
city scrape,within an hour,100%,t,1,t,Tiny home,Entire home/apt,4,1,2,$950.00,2,120,2,2,120,120,2,120,,t,40,34,4.85,f,1,1
city scrape,within an hour,99%,,143,t,Entire serviced apartment,Entire home/apt,3,2,2,"$2,408.00",1,1010,1,1,1125,1125,1,1125,,t,365,11,4.91,t,62,62
city scrape,within an hour,99%,t,8,t,Private room in condo,Private room,2,,1,$619.00,2,60,2,2,1125,1125,2,1125,,t,342,44,4.95,f,8,1
city scrape,within a few hours,99%,t,53,t,Entire rental unit,Entire home/apt,13,3,5,"$2,046.00",2,90,1,3,1125,1125,2,1125,,t,346,71,4.82,f,45,45
city scrape,within a few hours,97%,f,3,t,Private room in bed and breakfast,Private room,2,,1,$750.00,2,30,2,2,30,30,2,30,,t,350,38,4.95,f,3,1
city scrape,within an hour,100%,f,2,t,Entire vacation home,Entire home/apt,4,2,2,"$1,350.00",5,365,5,5,1125,1125,5,1125,,t,49,5,4,f,1,1
city scrape,within an hour,100%,t,32,t,Private room in rental unit,Private room,2,,1,$662.00,1,180,1,1,1125,1125,1,1125,,t,174,33,4.79,t,32,15
previous scrape,N/A,N/A,f,1,t,Private room in condo,Private room,1,,1,$650.00,2,365,2,2,365,365,2,365,,f,0,0,,f,1,0
city scrape,within an hour,100%,t,1,t,Entire condo,Entire home/apt,4,2,4,"$1,500.00",1,1125,1,1,1125,1125,1,1125,,t,65,61,4.9,t,1,1
city scrape,within a few hours,100%,f,1,t,Private room in condo,Private room,2,,1,$550.00,1,28,1,1,28,28,1,28,,t,352,1,5,f,1,0
previous scrape,within an hour,36%,f,2,t,Entire townhouse,Entire home/apt,4,2,2,$950.00,21,365,21,21,365,365,21,365,,t,31,1,5,f,2,1
city scrape,within an hour,100%,f,8,t,Entire rental unit,Entire home/apt,4,2,2,$850.00,1,365,1,1,1125,1125,1,1125,,t,264,94,4.72,t,8,8
city scrape,within an hour,100%,t,31,t,Private room in rental unit,Private room,3,,2,$365.00,1,29,1,2,25,1125,1.4,637,,t,79,34,4.94,f,30,0
city scrape,within an hour,100%,t,3,t,Entire guest suite,Entire home/apt,2,1,1,$750.00,2,365,2,2,365,365,2,365,,t,335,18,5,t,3,2
city scrape,within an hour,100%,f,19,t,Entire rental unit,Entire home/apt,6,3,3,"$1,287.00",1,365,1,1,1125,1125,1,1125,,t,294,72,4.61,t,12,4
city scrape,within an hour,100%,t,31,t,Private room in rental unit,Private room,2,,1,$337.00,1,365,1,2,25,365,1.4,214.1,,t,88,32,4.72,f,30,0
city scrape,within an hour,100%,t,31,t,Private room in rental unit,Private room,2,,1,$326.00,1,28,1,2,25,28,1.4,26.7,,t,87,31,4.77,f,30,0
city scrape,within a few hours,100%,f,1,t,Entire condo,Entire home/apt,8,3,4,"$2,429.00",2,1125,2,2,1125,1125,2,1125,,t,49,6,5,f,1,1
city scrape,within an hour,100%,f,9,t,Entire condo,Entire home/apt,2,1,1,$773.00,2,1125,2,2,1125,1125,2,1125,,t,206,18,4.56,t,7,7
city scrape,N/A,0%,f,1,t,Entire rental unit,Entire home/apt,3,1,2,"$1,371.00",4,25,4,4,25,25,4,25,,t,87,1,4,f,1,1
previous scrape,within an hour,100%,t,3,t,Entire condo,Entire home/apt,5,2,4,"$1,100.00",1,1125,1,2,1125,1125,1.2,1125,,t,0,59,4.93,f,2,2
city scrape,within an hour,99%,t,484,t,Entire serviced apartment,Entire home/apt,4,2,2,"$2,863.00",1,1125,1,1,1125,1125,1,1125,,t,340,4,5,t,280,276
city scrape,N/A,N/A,f,1,t,Entire serviced apartment,Entire home/apt,2,2,3,"$3,203.00",1,1125,1,2,1125,1125,1.4,1125,,t,358,27,4.63,f,1,1
city scrape,within a day,100%,f,4,t,Entire condo,Entire home/apt,1,1,1,$369.00,29,365,29,29,365,365,29,365,,t,365,0,,f,4,2
city scrape,within an hour,100%,f,2,t,Entire townhouse,Entire home/apt,4,2,4,$799.00,2,365,2,2,1125,1125,2,1125,,t,205,8,3.88,t,2,2
city scrape,within an hour,99%,f,16,t,Entire rental unit,Entire home/apt,2,1,1,"$2,886.00",2,365,2,2,1125,1125,2,1125,,t,360,22,4.68,t,16,16
city scrape,within an hour,99%,t,3,t,Private room in loft,Private room,2,1,1,$725.00,1,30,1,1,1125,1125,1,1125,,t,335,122,4.88,f,3,0
city scrape,within an hour,98%,t,4,t,Entire condo,Entire home/apt,1,1,1,"$1,375.00",7,1125,7,7,1125,1125,7,1125,,t,33,3,5,f,2,2
city scrape,within an hour,100%,t,2,t,Entire condo,Entire home/apt,4,2,3,"$1,076.00",1,90,1,1,1125,1125,1,1125,,t,160,74,4.88,f,2,2
city scrape,within an hour,99%,t,484,t,Entire serviced apartment,Entire home/apt,4,2,2,"$1,737.00",1,1125,1,1,1125,1125,1,1125,,t,341,8,4.63,t,280,276
city scrape,within an hour,99%,t,2,t,Entire condo,Entire home/apt,4,1,2,$725.00,1,1125,1,3,1125,1125,1,1125,,t,131,47,4.94,f,2,2
city scrape,within an hour,100%,f,90,t,Entire serviced apartment,Entire home/apt,2,1,1,$523.00,2,365,2,2,1125,1125,2,1125,,t,354,39,4.54,f,90,47
city scrape,within an hour,97%,t,14,t,Entire condo,Entire home/apt,4,2,3,$662.00,1,60,1,5,60,60,1.2,60,,t,120,66,4.89,f,12,12
city scrape,within an hour,100%,t,1,t,Entire condo,Entire home/apt,4,1,2,$775.00,1,60,1,1,60,60,1,60,,t,107,53,4.92,f,1,1
city scrape,within an hour,99%,f,655,t,Entire rental unit,Entire home/apt,6,3,3,"$2,622.00",1,365,1,1,1125,1125,1,1125,,t,347,28,4.89,t,122,122
previous scrape,within an hour,100%,t,3,t,Entire condo,Entire home/apt,4,2,3,$776.00,2,365,2,2,1125,1125,2,1125,,t,0,5,5,f,2,2
city scrape,within an hour,100%,t,1,t,Private room in rental unit,Private room,1,,1,$401.00,1,20,1,1,1125,1125,1,1125,,t,352,49,4.76,t,1,0
city scrape,within a few hours,49%,f,4,t,Entire condo,Entire home/apt,2,1,1,$729.00,3,365,2,3,365,365,2.9,365,,t,322,5,4.8,f,1,1
city scrape,within an hour,100%,f,43,t,Private room in casa particular,Private room,2,,,$721.00,1,365,1,1,365,365,1,365,,t,319,13,4.69,t,43,0
city scrape,within an hour,100%,t,1,t,Entire loft,Entire home/apt,2,1,1,"$1,000.00",2,1125,2,2,1125,1125,2,1125,,t,307,45,4.87,t,1,1
previous scrape,N/A,0%,f,2,t,Private room in home,Private room,1,,1,$500.00,1,365,1,1,365,365,1,365,,f,0,0,,f,2,0
city scrape,within a few hours,98%,f,7,t,Entire rental unit,Entire home/apt,2,1,1,$550.00,1,365,1,1,365,365,1,365,,t,326,6,4.5,f,7,6
city scrape,a few days or more,75%,f,1,t,Entire condo,Entire home/apt,5,2,3,"$1,500.00",1,365,1,1,365,365,1,365,,t,364,1,2,f,1,1
city scrape,within an hour,100%,t,4,t,Private room in home,Private room,2,,1,$809.00,1,6,1,1,1125,1125,1,1125,,t,312,43,4.81,t,4,0
previous scrape,within an hour,100%,f,2,t,Entire condo,Entire home/apt,6,3,3,"$3,000.00",2,365,2,2,1125,1125,2,1125,,t,1,18,4.5,t,1,1
city scrape,within an hour,94%,t,1,t,Entire rental unit,Entire home/apt,5,3,3,"$1,300.00",1,15,1,1,15,15,1,15,,t,357,15,4.93,f,1,1
city scrape,within a few hours,50%,f,1,t,Private room in bed and breakfast,Private room,2,,3,$737.00,4,365,4,4,1125,1125,4,1125,,t,365,1,5,f,1,0
city scrape,within an hour,99%,t,2,t,Private room in guest suite,Private room,2,,1,$505.00,2,365,2,2,1125,1125,2,1125,,t,116,92,4.92,f,2,0
city scrape,within an hour,100%,t,2,t,Entire serviced apartment,Entire home/apt,4,2,2,"$1,152.00",2,90,2,2,1125,1125,2,1125,,t,60,55,4.95,f,1,1
city scrape,within an hour,98%,f,40,t,Private room in townhouse,Private room,2,,1,"$1,496.00",1,90,1,1,90,90,1,90,,t,364,9,4.11,f,24,3
city scrape,within a few hours,98%,f,7,t,Private room in rental unit,Private room,2,1,1,$450.00,1,365,1,1,365,365,1,365,,t,328,25,4.68,f,7,6
city scrape,within an hour,100%,f,1,t,Entire rental unit,Entire home/apt,8,3,4,"$2,051.00",1,365,1,5,1125,1125,3.7,1125,,t,26,57,4.72,t,1,1
city scrape,within an hour,100%,,4,t,Entire serviced apartment,Entire home/apt,5,2,3,"$1,001.00",2,365,2,2,1125,1125,2,1125,,t,330,52,4.96,t,1,1
city scrape,within an hour,100%,t,1,t,Entire condo,Entire home/apt,4,2,2,"$2,209.00",2,1125,2,2,1125,1125,2,1125,,t,304,62,4.85,t,1,1
city scrape,within an hour,100%,f,18,t,Entire condo,Entire home/apt,12,4,8,"$5,043.00",2,365,2,2,1125,1125,2,1125,,t,342,36,4.81,t,9,9
city scrape,N/A,50%,f,1,t,Private room in condo,Private room,2,,1,$850.00,1,365,1,1,365,365,1,365,,t,365,2,3,t,1,0
previous scrape,N/A,100%,f,1,t,Entire loft,Entire home/apt,2,1,2,$900.00,1,365,1,1,1125,1125,1,1125,,t,0,12,4.5,t,1,1
city scrape,within an hour,100%,f,1,t,Entire home,Entire home/apt,12,5,6,"$3,013.00",1,1125,1,1,1125,1125,1,1125,,t,344,36,4.67,f,1,1
city scrape,within an hour,99%,t,17,t,Private room in guesthouse,Private room,2,1,1,$544.00,1,365,1,1,1125,1125,1,1125,,t,353,47,4.81,f,15,8
city scrape,a few days or more,100%,f,1,f,Entire serviced apartment,Entire home/apt,4,2,2,$899.00,1,365,1,1,365,365,1,365,,t,364,2,4.5,f,1,1
city scrape,within an hour,100%,f,1,t,Entire condo,Entire home/apt,3,1,1,$812.00,2,20,2,2,20,20,2,20,,t,343,50,4.78,f,1,1
city scrape,within an hour,100%,,45,t,Entire condo,Entire home/apt,4,2,2,"$1,701.00",1,45,1,5,1125,1125,1.1,1125,,t,142,50,4.84,f,7,7
city scrape,within an hour,0%,f,1,t,Private room in rental unit,Private room,1,,1,$777.00,3,75,3,3,75,75,3,75,,f,267,0,,f,1,0
city scrape,within a few hours,78%,t,9,t,Private room in home,Private room,2,,1,$493.00,2,365,2,2,365,365,2,365,,t,343,17,4.88,f,8,0
city scrape,within an hour,99%,f,4,t,Entire condo,Entire home/apt,4,2,3,$714.00,4,1125,3,4,1125,1125,4,1125,,t,330,48,4.81,f,4,4
city scrape,within an hour,100%,f,2,t,Entire serviced apartment,Entire home/apt,2,1,2,$657.00,2,365,2,2,365,365,2,365,,t,321,24,4.92,t,2,2
city scrape,within an hour,88%,t,1,t,Entire condo,Entire home/apt,7,3,5,"$1,780.00",2,1125,2,3,1125,1125,2.3,1125,,t,165,24,4.96,f,1,1
city scrape,within an hour,100%,f,2,t,Entire serviced apartment,Entire home/apt,4,2,2,$976.00,3,1125,3,3,1125,1125,3,1125,,t,336,42,4.74,t,2,2
city scrape,within an hour,100%,t,31,t,Private room,Private room,1,,1,$239.00,1,20,1,2,20,25,1.4,22.2,,t,90,22,4.77,t,30,0
city scrape,within an hour,100%,t,31,t,Private room,Private room,1,,1,$237.00,1,20,1,2,20,25,1.4,22.2,,t,87,18,4.72,t,30,0
city scrape,within an hour,94%,t,2,t,Entire condo,Entire home/apt,5,3,4,"$1,200.00",1,15,1,1,1125,1125,1,1125,,t,63,34,4.91,f,2,2
city scrape,within an hour,99%,t,3,t,Private room in rental unit,Private room,2,,1,$700.00,2,365,2,2,1125,1125,2,1125,,t,60,29,4.83,f,3,1
city scrape,within an hour,100%,f,3,t,Entire rental unit,Entire home/apt,2,1,1,"$1,200.00",2,365,2,2,1125,1125,2,1125,,t,313,5,5,f,3,3
city scrape,within an hour,100%,f,3,t,Private room in condo,Private room,5,,3,"$3,500.00",3,1125,3,3,1125,1125,3,1125,,t,263,3,5,f,2,1
city scrape,within an hour,100%,t,1,t,Entire condo,Entire home/apt,4,2,3,"$1,074.00",1,1125,1,1,1125,1125,1,1125,,t,299,72,4.92,f,1,1
city scrape,within an hour,100%,,15,t,Entire loft,Entire home/apt,4,1,2,"$1,184.00",2,365,2,2,1125,1125,2,1125,,t,63,61,4.9,f,11,11
city scrape,within an hour,98%,f,2,t,Private room in serviced apartment,Private room,4,1,1,"$1,450.00",2,365,2,2,1125,1125,2,1125,,t,362,6,4.5,t,2,0
city scrape,within an hour,100%,t,2,t,Entire rental unit,Entire home/apt,4,2,2,"$1,050.00",2,365,2,2,365,365,2,365,,t,259,0,,f,2,2
previous scrape,N/A,100%,f,1,t,Entire vacation home,Entire home/apt,5,2,2,"$1,999.00",4,30,4,4,30,30,4,30,,t,0,6,3.83,f,1,1
city scrape,within an hour,100%,f,1,t,Entire condo,Entire home/apt,2,1,1,"$1,130.00",1,365,1,1,365,365,1,365,,t,175,0,,t,1,1
city scrape,within an hour,99%,t,3,t,Private room in rental unit,Private room,2,,1,$751.00,2,365,2,2,1125,1125,2,1125,,t,52,35,4.8,f,3,1
city scrape,a few days or more,63%,f,1,t,Private room in casa particular,Private room,2,,1,$350.00,1,2,1,1,2,2,1,2,,t,365,7,4.57,f,1,0
city scrape,within an hour,100%,f,1,t,Entire condo,Entire home/apt,4,2,2,$770.00,2,365,2,2,1125,1125,2,1125,,t,169,23,4.43,t,1,1
city scrape,within an hour,100%,t,23,t,Entire rental unit,Entire home/apt,3,1,2,"$1,531.00",1,365,1,3,1125,1125,1,1125,,t,365,179,4.83,t,23,23
city scrape,within an hour,100%,f,27,t,Room in hotel,Private room,2,1,1,$420.00,1,365,1,1,1125,1125,1,1125,,t,357,56,4.77,t,27,13
city scrape,within a day,N/A,f,1,t,Entire condo,Entire home/apt,4,3,3,"$3,000.00",3,1125,3,3,1125,1125,3,1125,,t,301,2,3,f,1,1
city scrape,within an hour,98%,f,40,t,Private room in townhouse,Private room,2,,1,"$1,496.00",1,90,1,1,90,90,1,90,,t,364,1,4,f,24,3
city scrape,within an hour,100%,t,23,t,Entire rental unit,Entire home/apt,3,1,2,"$1,832.00",1,45,1,4,1125,1125,1,1125,,t,363,48,4.9,t,23,23
city scrape,within an hour,99%,t,17,t,Private room in guesthouse,Private room,2,1,1,$499.00,1,365,1,1,1125,1125,1,1125,,t,351,17,4.71,f,15,8
city scrape,within an hour,100%,t,23,t,Entire rental unit,Entire home/apt,5,1,3,"$1,941.00",1,365,1,4,1125,1125,1,1125,,t,364,18,4.72,t,23,23
city scrape,within an hour,97%,t,92,t,Entire condo,Entire home/apt,4,1,1,"$1,291.00",2,1125,2,3,1125,1125,2.1,1125,,t,349,3,5,f,85,85
city scrape,within an hour,92%,t,27,t,Entire rental unit,Entire home/apt,6,2,2,"$1,926.00",2,365,2,2,365,365,2,365,,t,86,8,4.88,t,26,26
city scrape,within an hour,100%,f,2,t,Entire condo,Entire home/apt,4,3,3,"$1,400.00",2,1125,2,2,1125,1125,2,1125,,t,208,3,5,f,1,1
city scrape,within an hour,100%,f,8,t,Room in boutique hotel,Private room,2,1,1,"$2,950.00",1,365,1,1,365,365,1,365,,t,361,4,5,t,8,1
previous scrape,within a few hours,87%,t,3,t,Private room in rental unit,Private room,1,,1,$310.00,1,15,1,1,1125,1125,1,1125,,t,0,22,4.95,f,3,0
city scrape,N/A,N/A,f,1,t,Entire cottage,Entire home/apt,2,1,1,"$1,600.00",1,1125,1,1,1125,1125,1,1125,,t,365,0,,t,1,1
city scrape,within a few hours,99%,f,5,t,Private room in serviced apartment,Private room,2,1,1,$403.00,2,365,2,2,1125,1125,2,1125,,t,315,30,4.23,f,4,1
city scrape,within an hour,100%,f,9,t,Entire condo,Entire home/apt,2,1,2,$860.00,2,365,2,2,1125,1125,2,1125,,t,333,70,4.8,t,9,8
city scrape,within an hour,100%,f,4,t,Room in boutique hotel,Private room,2,1,1,"$1,490.00",1,365,1,1,365,365,1,365,,t,351,1,5,t,4,0
city scrape,within an hour,98%,f,40,t,Private room in townhouse,Private room,1,,1,$815.00,1,90,1,1,1125,1125,1,1125,,t,364,1,5,t,24,3
previous scrape,within a few hours,87%,t,3,t,Private room in rental unit,Private room,2,,1,$375.00,1,15,1,1,1125,1125,1,1125,,t,0,25,4.96,f,3,0
city scrape,within an hour,100%,f,3,t,Entire loft,Entire home/apt,2,1,1,"$1,218.00",1,1125,1,1,1125,1125,1,1125,,t,173,20,4.85,f,1,1
city scrape,within an hour,100%,t,4,t,Private room in home,Private room,2,,1,$888.00,1,6,1,1,1125,1125,1,1125,,t,310,36,4.83,t,4,0
city scrape,within an hour,100%,t,23,t,Entire rental unit,Entire home/apt,2,1,1,"$2,123.00",1,365,1,4,1125,1125,1.7,1125,,t,340,20,4.9,t,23,23
city scrape,within an hour,100%,t,4,t,Private room in home,Private room,2,,1,$856.00,1,99,1,1,1125,1125,1,1125,,t,306,55,4.82,t,4,0
previous scrape,within a few hours,87%,t,3,t,Private room in rental unit,Private room,2,,1,$365.00,1,365,1,1,365,365,1,365,,t,0,19,4.84,f,3,0
city scrape,within an hour,100%,f,9,t,Entire rental unit,Entire home/apt,2,,1,$509.00,1,1125,1,1,1125,1125,1,1125,,t,340,35,4.29,f,8,8
city scrape,within a day,85%,f,21,t,Entire rental unit,Entire home/apt,4,2,2,"$3,014.00",1,365,1,1,365,365,1,365,,t,44,29,4.97,t,15,7
city scrape,within a few hours,100%,f,3,t,Private room in bed and breakfast,Private room,1,,1,$258.00,1,60,1,1,1125,1125,1,1125,,t,142,0,,t,2,0
city scrape,within an hour,100%,t,23,t,Entire rental unit,Entire home/apt,3,1,2,"$2,329.00",1,365,1,4,1125,1125,1.7,1125,,t,343,19,4.89,t,23,23
city scrape,within an hour,100%,f,6,t,Entire condo,Entire home/apt,4,1,2,$878.00,1,1125,1,2,1125,1125,1.1,1125,,t,317,47,4.85,t,3,3
city scrape,within an hour,100%,t,1,t,Entire serviced apartment,Entire home/apt,2,1,1,$775.00,1,1125,1,1,1125,1125,1,1125,,t,265,26,4.92,t,1,1
city scrape,within an hour,99%,t,17,t,Private room in guesthouse,Private room,2,1,1,$499.00,1,365,1,1,1125,1125,1,1125,,t,346,9,4.67,f,15,8
city scrape,within an hour,83%,f,1,t,Entire rental unit,Entire home/apt,4,2,2,$550.00,2,365,2,2,1125,1125,2,1125,,t,344,4,4.75,f,1,1
city scrape,within an hour,100%,t,1,t,Entire condo,Entire home/apt,2,1,1,"$1,667.00",1,1125,1,1,1125,1125,1,1125,,t,347,36,4.97,f,1,1
city scrape,within an hour,55%,f,1,t,Entire rental unit,Entire home/apt,3,1,2,"$1,200.00",2,1125,2,2,1125,1125,2,1125,,t,317,3,5,f,1,1
city scrape,within a day,100%,f,1,t,Entire condo,Entire home/apt,4,2,2,"$1,031.00",2,1125,2,2,1125,1125,2,1125,,t,265,2,5,f,1,1
city scrape,within an hour,100%,t,1,t,Entire condo,Entire home/apt,8,4,5,"$1,903.00",3,1125,3,4,1125,1125,3,1125,,t,269,45,4.87,f,1,1
